angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.16,0.12,"[604, 74, 177, 217]","[625, 477, 45, 56]",0.0,0.0,0.03,0.08,0.0,0.03,0.54,0.15,0.27,0.52,0.0,0.09
0.15,0.08,"[604, 74, 176, 217]","[625, 478, 45, 56]",0.0,0.0,0.03,0.09,0.0,0.04,0.56,0.11,0.26,0.55,0.0,0.13
0.17,,"[608, 83, 173, 216]",,0.0,,0.05,,0.0,,0.1,,0.68,,0.0,
0.18,,"[608, 83, 173, 216]",,0.0,,0.04,,0.0,,0.11,,0.67,,0.0,
0.18,0.11,"[606, 84, 171, 218]","[625, 476, 45, 57]",0.0,0.0,0.04,0.04,0.0,0.02,0.03,0.1,0.74,0.68,0.0,0.04
0.35,,"[603, 82, 173, 220]",,0.0,,0.05,,0.0,,0.36,,0.23,,0.0,
0.31,,"[602, 81, 174, 222]",,0.0,,0.04,,0.0,,0.4,,0.24,,0.0,
0.24,,"[603, 82, 172, 220]",,0.0,,0.04,,0.0,,0.51,,0.21,,0.0,
0.35,,"[603, 88, 172, 217]",,0.0,,0.03,,0.0,,0.47,,0.15,,0.0,
0.24,,"[602, 87, 174, 221]",,0.0,,0.03,,0.0,,0.54,,0.18,,0.0,
0.1,,"[597, 82, 180, 230]",,0.0,,0.04,,0.0,,0.57,,0.3,,0.0,
0.2,,"[596, 89, 178, 226]",,0.0,,0.04,,0.0,,0.46,,0.29,,0.0,
0.09,,"[599, 95, 174, 222]",,0.0,,0.03,,0.01,,0.69,,0.18,,0.0,
0.09,,"[598, 95, 175, 222]",,0.0,,0.03,,0.01,,0.7,,0.18,,0.0,
0.12,0.12,"[592, 93, 188, 233]","[625, 477, 46, 57]",0.0,0.0,0.03,0.07,0.01,0.04,0.5,0.1,0.34,0.58,0.0,0.09
0.12,0.11,"[593, 93, 187, 233]","[625, 477, 46, 57]",0.0,0.0,0.04,0.09,0.0,0.03,0.53,0.11,0.3,0.56,0.0,0.1
0.2,,"[596, 105, 174, 222]",,0.0,,0.07,,0.0,,0.46,,0.26,,0.0,
0.22,,"[597, 106, 173, 220]",,0.01,,0.09,,0.0,,0.36,,0.32,,0.0,
0.11,,"[600, 103, 179, 229]",,0.0,,0.03,,0.01,,0.51,,0.34,,0.0,
0.12,,"[600, 104, 179, 228]",,0.0,,0.03,,0.0,,0.37,,0.46,,0.0,
0.17,0.29,"[598, 111, 172, 219]","[626, 478, 45, 55]",0.0,0.06,0.05,0.08,0.0,0.03,0.55,0.1,0.22,0.36,0.0,0.08
0.18,0.28,"[598, 111, 172, 219]","[626, 478, 44, 55]",0.0,0.06,0.05,0.08,0.0,0.03,0.53,0.1,0.24,0.36,0.0,0.08
0.11,0.12,"[601, 109, 173, 220]","[624, 477, 46, 58]",0.0,0.0,0.04,0.08,0.0,0.03,0.62,0.09,0.22,0.57,0.0,0.09
0.12,,"[602, 109, 174, 221]",,0.0,,0.02,,0.01,,0.6,,0.25,,0.0,
0.08,,"[603, 103, 178, 229]",,0.0,,0.02,,0.0,,0.46,,0.43,,0.0,
0.12,,"[601, 107, 172, 220]",,0.0,,0.07,,0.0,,0.46,,0.34,,0.0,
0.1,,"[598, 100, 180, 228]",,0.0,,0.06,,0.0,,0.39,,0.45,,0.0,
0.1,,"[598, 100, 179, 228]",,0.0,,0.06,,0.0,,0.39,,0.45,,0.0,
0.04,,"[599, 101, 170, 219]",,0.0,,0.04,,0.0,,0.58,,0.35,,0.0,
0.03,,"[599, 101, 170, 220]",,0.0,,0.03,,0.0,,0.57,,0.37,,0.0,
0.02,,"[596, 94, 177, 228]",,0.0,,0.07,,0.0,,0.66,,0.25,,0.0,
0.03,,"[596, 93, 177, 229]",,0.0,,0.06,,0.0,,0.68,,0.23,,0.0,
0.02,,"[598, 92, 171, 226]",,0.0,,0.11,,0.0,,0.66,,0.21,,0.0,
0.03,,"[599, 93, 170, 226]",,0.0,,0.11,,0.0,,0.6,,0.25,,0.0,
0.06,,"[598, 92, 171, 229]",,0.0,,0.14,,0.0,,0.41,,0.39,,0.0,
0.05,,"[594, 87, 176, 234]",,0.0,,0.07,,0.0,,0.53,,0.35,,0.0,
0.06,,"[593, 88, 177, 233]",,0.0,,0.08,,0.0,,0.49,,0.37,,0.0,
0.06,,"[594, 88, 176, 233]",,0.0,,0.08,,0.0,,0.46,,0.4,,0.0,
0.06,,"[595, 88, 175, 233]",,0.0,,0.09,,0.0,,0.45,,0.41,,0.0,
0.06,,"[589, 86, 178, 241]",,0.0,,0.06,,0.0,,0.29,,0.58,,0.0,
0.06,,"[586, 87, 181, 243]",,0.0,,0.05,,0.0,,0.39,,0.5,,0.0,
0.06,,"[586, 87, 181, 243]",,0.0,,0.05,,0.0,,0.39,,0.5,,0.0,
0.09,,"[586, 91, 180, 243]",,0.0,,0.09,,0.0,,0.33,,0.47,,0.01,
0.13,0.34,"[590, 95, 175, 238]","[626, 478, 44, 53]",0.0,0.06,0.14,0.04,0.0,0.03,0.22,0.06,0.48,0.42,0.03,0.04
0.07,0.36,"[588, 94, 175, 241]","[627, 480, 42, 51]",0.0,0.09,0.11,0.04,0.0,0.04,0.36,0.07,0.44,0.36,0.01,0.04
0.06,0.29,"[588, 93, 175, 242]","[626, 478, 44, 52]",0.0,0.06,0.12,0.04,0.0,0.06,0.35,0.05,0.47,0.46,0.01,0.04
0.09,0.32,"[591, 95, 173, 243]","[626, 479, 43, 51]",0.0,0.06,0.16,0.04,0.0,0.05,0.28,0.06,0.42,0.42,0.05,0.05
0.08,0.32,"[591, 95, 173, 242]","[626, 479, 43, 51]",0.0,0.06,0.15,0.04,0.0,0.05,0.31,0.06,0.4,0.42,0.06,0.05
0.22,,"[594, 92, 172, 244]",,0.0,,0.18,,0.0,,0.2,,0.36,,0.05,
0.05,0.27,"[596, 89, 175, 236]","[626, 478, 43, 52]",0.0,0.05,0.08,0.04,0.0,0.06,0.29,0.06,0.57,0.49,0.01,0.04
0.08,0.26,"[599, 95, 170, 228]","[626, 478, 44, 53]",0.0,0.05,0.15,0.04,0.0,0.04,0.43,0.06,0.33,0.5,0.01,0.05
0.06,,"[597, 94, 170, 227]",,0.0,,0.2,,0.0,,0.4,,0.33,,0.01,
0.08,0.25,"[595, 92, 175, 232]","[627, 480, 43, 51]",0.0,0.06,0.15,0.04,0.0,0.04,0.41,0.1,0.35,0.44,0.01,0.07
0.08,0.26,"[595, 92, 175, 232]","[627, 480, 43, 51]",0.0,0.06,0.15,0.05,0.0,0.04,0.41,0.1,0.35,0.44,0.01,0.07
0.08,0.35,"[597, 93, 174, 232]","[626, 478, 44, 55]",0.0,0.04,0.11,0.08,0.0,0.04,0.49,0.07,0.31,0.3,0.01,0.12
0.02,0.23,"[594, 92, 179, 239]","[627, 479, 43, 53]",0.0,0.02,0.05,0.04,0.0,0.03,0.6,0.11,0.33,0.5,0.0,0.08
0.05,,"[596, 93, 180, 240]",,0.0,,0.08,,0.0,,0.57,,0.3,,0.0,
0.05,0.27,"[596, 94, 180, 239]","[627, 480, 43, 52]",0.0,0.03,0.08,0.03,0.0,0.03,0.55,0.09,0.33,0.5,0.0,0.05
0.05,0.16,"[594, 96, 178, 235]","[625, 477, 46, 58]",0.0,0.01,0.05,0.07,0.0,0.05,0.72,0.08,0.17,0.51,0.0,0.13
0.06,0.1,"[594, 96, 178, 235]","[625, 478, 46, 57]",0.0,0.01,0.06,0.08,0.0,0.05,0.71,0.06,0.18,0.55,0.0,0.15
0.02,0.24,"[594, 98, 178, 233]","[628, 479, 42, 52]",0.0,0.04,0.05,0.03,0.0,0.03,0.66,0.06,0.27,0.55,0.0,0.04
0.02,0.25,"[596, 98, 178, 234]","[627, 479, 43, 52]",0.0,0.05,0.05,0.04,0.0,0.04,0.71,0.06,0.22,0.49,0.0,0.06
0.07,0.23,"[593, 95, 182, 240]","[627, 478, 43, 52]",0.0,0.04,0.2,0.04,0.0,0.04,0.42,0.06,0.3,0.55,0.01,0.04
0.2,,"[591, 98, 184, 240]",,0.0,,0.12,,0.0,,0.19,,0.47,,0.0,
0.33,,"[592, 109, 174, 220]",,0.01,,0.16,,0.0,,0.06,,0.43,,0.01,
0.23,,"[593, 111, 172, 216]",,0.01,,0.22,,0.0,,0.08,,0.45,,0.01,
0.3,,"[594, 115, 169, 213]",,0.0,,0.1,,0.01,,0.29,,0.3,,0.01,
0.19,,"[585, 99, 186, 232]",,0.0,,0.03,,0.01,,0.56,,0.21,,0.01,
0.22,,"[593, 109, 171, 218]",,0.0,,0.07,,0.04,,0.49,,0.15,,0.03,
0.31,,"[591, 104, 177, 224]",,0.0,,0.21,,0.03,,0.16,,0.18,,0.11,
0.18,,"[591, 105, 177, 228]",,0.01,,0.36,,0.02,,0.1,,0.18,,0.14,
0.18,,"[592, 105, 176, 227]",,0.0,,0.3,,0.04,,0.11,,0.23,,0.14,
0.1,0.23,"[598, 102, 194, 247]","[628, 480, 43, 51]",0.0,0.02,0.26,0.05,0.01,0.03,0.1,0.11,0.39,0.49,0.13,0.08
0.31,,"[595, 107, 185, 247]",,0.01,,0.16,,0.01,,0.12,,0.22,,0.18,
0.33,,"[593, 105, 188, 250]",,0.0,,0.14,,0.01,,0.13,,0.23,,0.16,
0.19,,"[588, 103, 191, 247]",,0.01,,0.2,,0.01,,0.2,,0.2,,0.18,
0.25,,"[591, 112, 169, 215]",,0.0,,0.16,,0.02,,0.27,,0.22,,0.08,
0.09,0.32,"[583, 104, 181, 222]","[627, 478, 44, 54]",0.0,0.03,0.02,0.06,0.0,0.04,0.62,0.08,0.27,0.36,0.0,0.12
0.13,0.29,"[579, 104, 178, 221]","[627, 478, 43, 53]",0.0,0.04,0.04,0.05,0.0,0.04,0.57,0.08,0.25,0.39,0.0,0.1
0.13,0.27,"[579, 105, 177, 219]","[627, 478, 43, 52]",0.0,0.1,0.05,0.05,0.0,0.07,0.55,0.08,0.26,0.34,0.0,0.1
0.23,,"[575, 97, 186, 234]",,0.0,,0.05,,0.0,,0.39,,0.33,,0.0,
0.03,,"[582, 91, 180, 235]",,0.0,,0.01,,0.0,,0.76,,0.19,,0.0,
0.03,0.29,"[582, 91, 180, 235]","[627, 478, 43, 54]",0.0,0.01,0.01,0.05,0.0,0.03,0.76,0.07,0.2,0.47,0.0,0.07
0.05,,"[588, 92, 175, 234]",,0.0,,0.04,,0.0,,0.69,,0.22,,0.0,
0.07,,"[588, 91, 175, 233]",,0.0,,0.05,,0.0,,0.65,,0.23,,0.0,
0.11,,"[582, 106, 162, 210]",,0.0,,0.08,,0.0,,0.26,,0.56,,0.0,
0.08,,"[588, 101, 164, 216]",,0.0,,0.07,,0.0,,0.39,,0.46,,0.0,
0.03,,"[581, 98, 176, 228]",,0.0,,0.05,,0.0,,0.51,,0.41,,0.0,
0.03,,"[587, 96, 170, 227]",,0.0,,0.04,,0.0,,0.49,,0.44,,0.0,
0.09,0.25,"[578, 91, 177, 234]","[625, 477, 47, 57]",0.0,0.01,0.04,0.09,0.0,0.05,0.4,0.08,0.46,0.4,0.0,0.12
0.05,,"[584, 98, 172, 229]",,0.0,,0.1,,0.0,,0.27,,0.58,,0.0,
0.06,0.36,"[586, 91, 171, 229]","[627, 478, 44, 54]",0.0,0.01,0.11,0.06,0.0,0.03,0.42,0.06,0.41,0.42,0.0,0.06
0.04,,"[587, 90, 171, 231]",,0.0,,0.07,,0.0,,0.46,,0.42,,0.0,
0.04,,"[587, 90, 171, 231]",,0.0,,0.07,,0.0,,0.46,,0.42,,0.0,
0.05,0.32,"[586, 94, 171, 228]","[628, 479, 43, 53]",0.0,0.01,0.05,0.05,0.0,0.02,0.57,0.07,0.32,0.44,0.0,0.08
0.06,0.25,"[585, 102, 173, 223]","[626, 477, 46, 56]",0.0,0.01,0.1,0.06,0.0,0.03,0.39,0.07,0.44,0.49,0.0,0.09
0.07,0.3,"[591, 100, 173, 225]","[628, 477, 43, 54]",0.0,0.04,0.14,0.04,0.0,0.05,0.47,0.06,0.31,0.46,0.01,0.06
0.17,0.26,"[592, 98, 172, 224]","[626, 477, 47, 58]",0.0,0.04,0.16,0.06,0.0,0.05,0.33,0.08,0.33,0.36,0.01,0.14
0.09,0.27,"[595, 96, 172, 225]","[627, 478, 44, 54]",0.0,0.02,0.31,0.06,0.0,0.04,0.37,0.08,0.22,0.43,0.01,0.1
0.1,0.21,"[597, 98, 169, 219]","[627, 478, 44, 54]",0.0,0.01,0.21,0.05,0.0,0.03,0.46,0.07,0.22,0.54,0.01,0.09
0.07,,"[597, 96, 171, 223]",,0.0,,0.28,,0.0,,0.44,,0.18,,0.02,
0.09,,"[598, 97, 169, 223]",,0.0,,0.32,,0.0,,0.35,,0.21,,0.03,
0.08,,"[598, 97, 169, 223]",,0.0,,0.32,,0.0,,0.35,,0.21,,0.03,
0.09,0.3,"[598, 97, 168, 223]","[627, 478, 43, 52]",0.0,0.08,0.3,0.03,0.0,0.09,0.36,0.07,0.22,0.38,0.03,0.06
0.12,,"[587, 95, 182, 228]",,0.0,,0.46,,0.0,,0.21,,0.16,,0.05,
0.08,,"[601, 103, 162, 211]",,0.0,,0.25,,0.0,,0.54,,0.11,,0.01,
0.1,,"[602, 100, 160, 209]",,0.0,,0.19,,0.0,,0.57,,0.13,,0.02,
0.42,,"[593, 85, 173, 223]",,0.0,,0.1,,0.0,,0.2,,0.27,,0.01,
0.16,,"[599, 94, 169, 221]",,0.0,,0.19,,0.0,,0.24,,0.4,,0.0,
0.13,,"[597, 93, 173, 224]",,0.0,,0.16,,0.0,,0.2,,0.5,,0.0,
0.18,,"[600, 93, 169, 222]",,0.0,,0.14,,0.0,,0.14,,0.54,,0.0,
0.18,,"[604, 94, 167, 219]",,0.0,,0.08,,0.0,,0.18,,0.56,,0.0,
0.17,,"[600, 85, 177, 226]",,0.0,,0.09,,0.0,,0.15,,0.59,,0.0,
0.09,,"[601, 85, 178, 229]",,0.0,,0.06,,0.0,,0.14,,0.71,,0.0,
0.05,0.28,"[601, 83, 179, 230]","[626, 478, 44, 53]",0.0,0.03,0.05,0.04,0.0,0.04,0.03,0.06,0.87,0.51,0.0,0.05
0.05,,"[602, 83, 178, 230]",,0.0,,0.05,,0.0,,0.03,,0.86,,0.0,
0.09,,"[601, 85, 178, 229]",,0.0,,0.08,,0.0,,0.06,,0.77,,0.0,
0.17,,"[608, 93, 167, 219]",,0.0,,0.04,,0.0,,0.11,,0.67,,0.0,
0.1,,"[602, 94, 175, 231]",,0.0,,0.05,,0.0,,0.31,,0.53,,0.0,
0.15,,"[604, 86, 180, 236]",,0.0,,0.02,,0.0,,0.51,,0.33,,0.0,
0.08,,"[613, 95, 176, 228]",,0.0,,0.01,,0.0,,0.54,,0.36,,0.0,
0.08,,"[613, 95, 176, 228]",,0.0,,0.01,,0.0,,0.53,,0.37,,0.0,
0.07,,"[620, 92, 172, 240]",,0.0,,0.02,,0.0,,0.71,,0.19,,0.0,
0.04,,"[615, 91, 176, 241]",,0.0,,0.01,,0.0,,0.72,,0.23,,0.0,
0.04,,"[612, 88, 178, 239]",,0.0,,0.02,,0.0,,0.47,,0.47,,0.0,
0.05,0.31,"[612, 89, 179, 240]","[626, 479, 45, 55]",0.0,0.01,0.01,0.06,0.0,0.03,0.6,0.07,0.34,0.45,0.0,0.07
0.05,,"[610, 88, 181, 242]",,0.0,,0.02,,0.0,,0.56,,0.38,,0.0,
0.04,,"[612, 88, 180, 242]",,0.0,,0.02,,0.0,,0.56,,0.38,,0.0,
0.05,0.22,"[611, 88, 180, 238]","[625, 477, 45, 57]",0.0,0.01,0.02,0.07,0.0,0.05,0.65,0.09,0.29,0.45,0.0,0.11
0.04,,"[622, 94, 172, 238]",,0.0,,0.02,,0.0,,0.79,,0.15,,0.0,
0.05,,"[612, 91, 177, 237]",,0.0,,0.02,,0.0,,0.65,,0.29,,0.0,
0.12,,"[607, 73, 176, 236]",,0.0,,0.05,,0.0,,0.46,,0.36,,0.0,
0.06,,"[603, 79, 176, 233]",,0.0,,0.04,,0.0,,0.35,,0.55,,0.0,
0.1,0.26,"[606, 83, 171, 230]","[627, 478, 43, 53]",0.0,0.06,0.06,0.04,0.0,0.06,0.32,0.07,0.53,0.45,0.0,0.06
0.1,,"[601, 85, 178, 230]",,0.0,,0.07,,0.0,,0.35,,0.48,,0.0,
0.1,,"[605, 82, 173, 238]",,0.0,,0.09,,0.0,,0.36,,0.45,,0.0,
0.1,,"[606, 82, 172, 238]",,0.0,,0.08,,0.0,,0.37,,0.44,,0.0,
0.15,0.3,"[601, 84, 172, 239]","[626, 479, 43, 53]",0.0,0.07,0.07,0.08,0.0,0.11,0.54,0.07,0.23,0.25,0.0,0.12
0.12,0.26,"[610, 89, 172, 231]","[627, 478, 43, 53]",0.0,0.05,0.07,0.04,0.0,0.04,0.37,0.05,0.44,0.51,0.0,0.05
0.16,,"[615, 88, 169, 235]",,0.0,,0.07,,0.0,,0.45,,0.32,,0.0,
0.21,,"[608, 85, 175, 240]",,0.0,,0.07,,0.0,,0.43,,0.28,,0.0,
0.19,,"[610, 89, 174, 239]",,0.0,,0.05,,0.0,,0.54,,0.21,,0.0,
0.2,,"[610, 89, 174, 239]",,0.0,,0.05,,0.0,,0.54,,0.2,,0.0,
0.12,0.11,"[611, 101, 170, 228]","[29, 433, 17, 22]",0.0,0.02,0.13,0.21,0.0,0.26,0.3,0.24,0.45,0.14,0.0,0.03
0.22,,"[607, 93, 180, 246]",,0.0,,0.06,,0.0,,0.46,,0.26,,0.0,
0.18,,"[610, 95, 177, 246]",,0.0,,0.05,,0.0,,0.5,,0.26,,0.0,
0.24,,"[604, 95, 180, 246]",,0.0,,0.2,,0.0,,0.21,,0.33,,0.02,
0.07,,"[607, 95, 180, 243]",,0.0,,0.05,,0.0,,0.55,,0.33,,0.0,
0.08,,"[608, 95, 180, 243]",,0.0,,0.07,,0.0,,0.6,,0.26,,0.0,
0.11,,"[609, 99, 178, 239]",,0.0,,0.05,,0.0,,0.67,,0.17,,0.0,
0.08,,"[606, 99, 180, 241]",,0.0,,0.03,,0.0,,0.68,,0.2,,0.0,
0.11,,"[610, 99, 179, 242]",,0.0,,0.05,,0.0,,0.56,,0.28,,0.0,
0.17,0.19,"[608, 99, 181, 244]","[625, 477, 45, 56]",0.0,0.01,0.11,0.06,0.0,0.04,0.48,0.12,0.23,0.46,0.01,0.11
0.1,,"[610, 98, 180, 243]",,0.0,,0.08,,0.0,,0.43,,0.38,,0.01,
0.1,,"[611, 98, 179, 242]",,0.0,,0.11,,0.0,,0.43,,0.35,,0.01,
0.13,,"[610, 97, 181, 244]",,0.0,,0.08,,0.0,,0.46,,0.33,,0.0,
0.15,,"[609, 96, 181, 245]",,0.0,,0.15,,0.0,,0.41,,0.28,,0.0,
0.11,,"[609, 95, 183, 249]",,0.0,,0.09,,0.0,,0.49,,0.3,,0.0,
0.13,,"[609, 93, 184, 252]",,0.0,,0.11,,0.0,,0.5,,0.25,,0.0,
0.17,0.24,"[580, 77, 174, 234]","[625, 478, 45, 53]",0.01,0.04,0.1,0.03,0.0,0.06,0.17,0.08,0.54,0.49,0.01,0.05
0.18,,"[580, 77, 173, 234]",,0.01,,0.11,,0.0,,0.18,,0.53,,0.01,
0.24,0.36,"[578, 80, 171, 229]","[625, 477, 44, 55]",0.0,0.08,0.14,0.08,0.0,0.06,0.21,0.08,0.41,0.24,0.0,0.1
0.24,0.32,"[576, 78, 173, 231]","[624, 476, 47, 58]",0.0,0.04,0.12,0.09,0.0,0.03,0.27,0.08,0.36,0.33,0.0,0.11
0.14,,"[578, 83, 171, 225]",,0.0,,0.05,,0.0,,0.62,,0.18,,0.0,
0.2,,"[577, 84, 172, 226]",,0.0,,0.09,,0.0,,0.43,,0.2,,0.07,
0.28,,"[584, 91, 167, 224]",,0.0,,0.09,,0.0,,0.35,,0.25,,0.03,
0.28,,"[584, 91, 167, 224]",,0.0,,0.09,,0.0,,0.35,,0.25,,0.03,
0.3,,"[582, 93, 168, 220]",,0.0,,0.15,,0.0,,0.31,,0.18,,0.06,
0.28,0.24,"[583, 92, 170, 223]","[625, 476, 46, 58]",0.0,0.01,0.14,0.06,0.0,0.05,0.29,0.09,0.27,0.47,0.01,0.09
0.28,0.38,"[587, 94, 164, 224]","[626, 478, 45, 55]",0.0,0.03,0.07,0.06,0.0,0.03,0.36,0.07,0.29,0.32,0.0,0.1
0.13,,"[589, 95, 165, 222]",,0.0,,0.05,,0.0,,0.46,,0.36,,0.0,
0.09,,"[584, 94, 166, 222]",,0.0,,0.14,,0.0,,0.48,,0.28,,0.0,
0.05,,"[585, 94, 166, 220]",,0.0,,0.2,,0.0,,0.34,,0.4,,0.01,
0.18,,"[577, 95, 171, 225]",,0.03,,0.17,,0.0,,0.24,,0.37,,0.01,
0.19,,"[577, 93, 172, 228]",,0.02,,0.17,,0.0,,0.27,,0.35,,0.01,
0.17,0.27,"[578, 94, 171, 227]","[625, 476, 46, 58]",0.02,0.01,0.21,0.06,0.0,0.03,0.23,0.08,0.36,0.46,0.01,0.1
0.12,,"[579, 92, 170, 227]",,0.01,,0.2,,0.0,,0.22,,0.45,,0.01,
0.14,,"[568, 87, 178, 237]",,0.0,,0.11,,0.0,,0.46,,0.28,,0.01,
0.12,0.27,"[566, 87, 179, 237]","[627, 478, 43, 53]",0.0,0.06,0.11,0.03,0.0,0.04,0.4,0.08,0.36,0.48,0.0,0.04
0.16,,"[571, 87, 178, 236]",,0.0,,0.08,,0.0,,0.43,,0.32,,0.0,
0.22,,"[582, 93, 169, 226]",,0.0,,0.17,,0.0,,0.2,,0.39,,0.01,
0.04,,"[582, 92, 171, 223]",,0.0,,0.11,,0.0,,0.45,,0.39,,0.0,
0.04,0.18,"[582, 92, 172, 225]","[625, 476, 45, 57]",0.0,0.01,0.14,0.07,0.0,0.02,0.5,0.09,0.31,0.57,0.01,0.06
0.06,,"[584, 90, 177, 235]",,0.0,,0.15,,0.0,,0.31,,0.47,,0.01,
0.06,,"[584, 90, 177, 234]",,0.0,,0.19,,0.0,,0.31,,0.43,,0.01,
0.07,,"[589, 99, 170, 224]",,0.0,,0.13,,0.0,,0.45,,0.34,,0.01,
0.16,,"[593, 101, 169, 226]",,0.0,,0.27,,0.0,,0.23,,0.21,,0.12,
0.17,,"[594, 102, 170, 224]",,0.0,,0.23,,0.0,,0.23,,0.26,,0.09,
0.17,,"[593, 101, 170, 225]",,0.0,,0.25,,0.0,,0.24,,0.21,,0.12,
0.11,0.19,"[592, 100, 170, 226]","[627, 479, 43, 53]",0.0,0.02,0.16,0.05,0.0,0.04,0.4,0.11,0.13,0.52,0.2,0.07
0.14,,"[593, 98, 169, 218]",,0.0,,0.2,,0.0,,0.35,,0.26,,0.05,
0.19,,"[592, 97, 170, 219]",,0.0,,0.15,,0.0,,0.36,,0.27,,0.03,
0.28,,"[595, 89, 178, 227]",,0.0,,0.19,,0.0,,0.22,,0.28,,0.03,
0.27,,"[595, 89, 178, 227]",,0.0,,0.17,,0.0,,0.24,,0.28,,0.03,
0.12,,"[596, 86, 177, 221]",,0.0,,0.03,,0.0,,0.59,,0.25,,0.01,
0.13,,"[595, 86, 178, 221]",,0.0,,0.03,,0.0,,0.59,,0.24,,0.01,
0.08,,"[596, 91, 178, 221]",,0.0,,0.01,,0.01,,0.83,,0.07,,0.0,
0.05,,"[593, 84, 184, 228]",,0.0,,0.01,,0.01,,0.88,,0.06,,0.0,
0.16,,"[599, 96, 170, 215]",,0.0,,0.03,,0.02,,0.64,,0.14,,0.01,
0.14,,"[599, 96, 170, 214]",,0.0,,0.02,,0.02,,0.7,,0.12,,0.01,
0.11,,"[600, 98, 169, 212]",,0.0,,0.03,,0.01,,0.73,,0.11,,0.01,
0.08,,"[594, 93, 184, 227]",,0.0,,0.02,,0.02,,0.63,,0.25,,0.0,
0.1,,"[597, 96, 182, 224]",,0.0,,0.03,,0.01,,0.63,,0.23,,0.0,
0.1,,"[595, 97, 180, 225]",,0.0,,0.05,,0.02,,0.45,,0.37,,0.01,
0.08,,"[595, 100, 180, 223]",,0.0,,0.04,,0.0,,0.59,,0.29,,0.0,
0.08,,"[597, 101, 180, 222]",,0.0,,0.04,,0.01,,0.64,,0.23,,0.01,
0.09,,"[597, 101, 179, 222]",,0.0,,0.04,,0.01,,0.62,,0.24,,0.01,
0.06,,"[595, 101, 182, 225]",,0.0,,0.04,,0.0,,0.63,,0.25,,0.01,
0.07,,"[596, 101, 181, 225]",,0.0,,0.04,,0.0,,0.62,,0.26,,0.01,
0.07,,"[597, 104, 181, 223]",,0.0,,0.06,,0.0,,0.5,,0.36,,0.01,
0.19,,"[596, 110, 170, 218]",,0.0,,0.12,,0.01,,0.48,,0.18,,0.03,
0.15,,"[597, 110, 171, 219]",,0.0,,0.07,,0.0,,0.59,,0.17,,0.02,
0.15,,"[597, 110, 171, 219]",,0.0,,0.07,,0.0,,0.59,,0.17,,0.02,
0.11,,"[596, 102, 173, 220]",,0.0,,0.08,,0.0,,0.63,,0.17,,0.01,
0.11,,"[596, 102, 173, 220]",,0.0,,0.08,,0.0,,0.64,,0.16,,0.01,
0.17,,"[589, 88, 184, 228]",,0.0,,0.16,,0.0,,0.36,,0.29,,0.01,
0.03,,"[587, 92, 177, 221]",,0.0,,0.15,,0.01,,0.59,,0.21,,0.01,
0.03,,"[586, 92, 178, 221]",,0.0,,0.17,,0.01,,0.56,,0.22,,0.01,
0.04,,"[586, 93, 178, 220]",,0.0,,0.17,,0.0,,0.55,,0.22,,0.01,
0.02,,"[591, 93, 172, 217]",,0.0,,0.05,,0.01,,0.71,,0.21,,0.0,
0.01,,"[591, 92, 172, 217]",,0.0,,0.04,,0.0,,0.75,,0.19,,0.0,
0.01,,"[591, 91, 173, 218]",,0.0,,0.05,,0.0,,0.77,,0.16,,0.01,
0.03,0.3,"[594, 92, 170, 213]","[627, 479, 43, 52]",0.0,0.09,0.11,0.04,0.0,0.05,0.73,0.06,0.1,0.4,0.02,0.05
0.03,,"[595, 93, 169, 213]",,0.0,,0.09,,0.0,,0.74,,0.12,,0.02,
0.03,,"[603, 92, 161, 212]",,0.0,,0.16,,0.0,,0.59,,0.2,,0.02,
0.11,,"[594, 87, 169, 219]",,0.0,,0.21,,0.0,,0.5,,0.17,,0.01,
0.02,,"[592, 82, 170, 221]",,0.0,,0.03,,0.0,,0.78,,0.16,,0.0,
0.03,,"[591, 81, 169, 219]",,0.0,,0.03,,0.0,,0.68,,0.26,,0.0,
0.08,,"[590, 83, 166, 217]",,0.0,,0.11,,0.0,,0.34,,0.46,,0.0,
0.07,,"[590, 83, 166, 217]",,0.0,,0.11,,0.0,,0.35,,0.46,,0.0,
0.12,0.29,"[587, 74, 172, 231]","[624, 477, 45, 56]",0.0,0.04,0.16,0.07,0.0,0.04,0.55,0.06,0.16,0.44,0.0,0.06
0.09,,"[584, 75, 176, 230]",,0.0,,0.07,,0.0,,0.61,,0.23,,0.0,
0.04,,"[588, 74, 173, 228]",,0.0,,0.06,,0.0,,0.57,,0.33,,0.0,
0.03,,"[586, 76, 172, 225]",,0.0,,0.04,,0.0,,0.41,,0.51,,0.0,
0.05,,"[595, 87, 165, 217]",,0.0,,0.08,,0.0,,0.5,,0.36,,0.0,
0.05,,"[594, 86, 166, 223]",,0.0,,0.03,,0.0,,0.62,,0.3,,0.0,
0.05,,"[592, 85, 169, 228]",,0.0,,0.07,,0.0,,0.55,,0.33,,0.0,
0.03,,"[596, 87, 168, 225]",,0.0,,0.07,,0.0,,0.58,,0.32,,0.0,
0.02,,"[595, 88, 168, 225]",,0.0,,0.07,,0.0,,0.62,,0.3,,0.0,
0.07,,"[588, 86, 175, 234]",,0.0,,0.06,,0.0,,0.56,,0.31,,0.0,
